"time","temperature","solar_irradiance","windspeed_north","windspeed_east","pressure","spec_humidity"
"2021/6/3 23:00",13.08348999,0,2.77226,1.4177939,102203.375,0.006645856
"2021/6/4 0:00",12.93566284,0,2.6837492,1.4969866,102166.59,0.006735475
"2021/6/4 1:00",12.80581055,0,2.8154116,1.5496149,102150.695,0.006823193
"2021/6/4 2:00",12.7449585,0,3.2345252,1.1011825,102184.44,0.006933804
"2021/6/4 3:00",12.6736084,0,3.1742172,1.2418141,102172.47,0.006994837
"2021/6/4 4:00",12.86220703,12.0390625,2.9116535,1.7749636,102168.695,0.007042534
"2021/6/4 5:00",13.09456787,117.375,2.9200392,1.6831326,102226.56,0.00717225
"2021/6/4 6:00",13.54598389,274.625,3.0379725,1.3341769,102293.125,0.007248559
"2021/6/4 7:00",13.82128296,442.375,2.9556646,1.4290869,102335.555,0.007349649
"2021/6/4 8:00",14.00615845,602.25,2.7033358,1.6281285,102357.31,0.007527025
"2021/6/4 9:00",14.13765869,741,2.6242223,1.7381119,102342.8,0.007706309
"2021/6/4 10:00",14.2333313,846,2.607882,1.9556881,102349.67,0.007908469
"2021/6/4 11:00",14.34203491,908.25,2.5607786,2.0677955,102372.93,0.008076291
"2021/6/4 12:00",14.40828857,919.75,2.450737,2.0728457,102375.8,0.008213595
"2021/6/4 13:00",14.43404541,887.5,2.3215425,2.1018376,102363,0.008305133
"2021/6/4 14:00",14.44118652,813.5,2.2186399,2.1794372,102345.74,0.008347089
"2021/6/4 15:00",14.43233643,702,2.071496,2.3299263,102333.28,0.008358524
"2021/6/4 16:00",14.41256104,556.75,1.8971527,2.2970283,102323.016,0.00835471
"2021/6/4 17:00",14.39125977,394,1.8816365,2.1182454,102339.32,0.008362335
"2021/6/4 18:00",14.37243042,228,2.0449607,1.9448304,102365.625,0.008381411
"2021/6/4 19:00",14.34761963,80.6875,2.2828631,1.7857686,102409.63,0.008434825
"2021/6/4 20:00",14.25820313,3.1757812,2.5249953,1.7668347,102448.39,0.008480619
"2021/6/4 21:00",14.1423584,0,2.8646119,1.8482785,102469.914,0.00846538
"2021/6/4 22:00",14.00423584,0,3.218926,1.6382127,102457.04,0.00847684
"2021/6/4 23:00",13.853479,0,3.7040768,1.2908189,102434.84,0.008537902
"2021/6/5 0:00",13.72072754,0,4.2079825,1.0168505,102402,0.008637134
"2021/6/5 1:00",13.59328613,0,4.591738,0.7973336,102373.45,0.008747812
"2021/6/5 2:00",13.49575195,0,4.868379,0.70920205,102342.875,0.008866074
"2021/6/5 3:00",13.46459351,0,4.91986,0.97629917,102330.56,0.008930943
"2021/6/5 4:00",13.66271362,10.511719,4.7689557,1.1636368,102320.3,0.009026278
"2021/6/5 5:00",13.80794678,71.53125,4.676253,1.177649,102322.36,0.009171216
"2021/6/5 6:00",14.12767944,142.8125,4.5157323,1.4057243,102326.81,0.009285642
"2021/6/5 7:00",14.31740723,286.625,4.2554455,1.5127382,102342.45,0.009381017
"2021/6/5 8:00",14.43209229,379.625,4.0222707,1.4764913,102359.24,0.009457357
"2021/6/5 9:00",14.55166016,448,3.8865402,1.5166343,102363.97,0.009499395
"2021/6/5 10:00",14.59963379,626.5,3.9307857,1.5126625,102363.68,0.009522327
"2021/6/5 11:00",14.71950684,658.75,4.010622,1.5447071,102363.56,0.009529993
"2021/6/5 12:00",14.74096069,561.75,4.1330695,1.6351736,102355.59,0.009549114
"2021/6/5 13:00",14.69042358,424.875,4.2166305,1.7060398,102336.03,0.009591131
"2021/6/5 14:00",14.61235962,243.25,4.405774,1.7394779,102322.125,0.009633124
"2021/6/5 15:00",14.53566895,176.125,4.595771,1.887478,102313.85,0.009644584
"2021/6/5 16:00",14.54100952,128.8125,4.655996,2.142287,102305.74,0.009633102
"2021/6/5 17:00",14.52453003,88.1875,4.571209,2.4885623,102304.38,0.009629346
"2021/6/5 18:00",14.45543823,58.046875,4.292686,2.8773177,102316.13,0.009629341
"2021/6/5 19:00",14.40749512,24.132812,3.5458975,3.2730913,102340.91,0.009625469
"2021/6/5 20:00",14.31734619,1.027832,2.3397336,3.3886852,102384.83,0.009614011
"2021/6/5 21:00",14.26378784,0,1.025777,3.178447,102422.67,0.009590999
"2021/6/5 22:00",14.15322266,0,-0.22868472,2.6035128,102422.85,0.009537529
"2021/6/5 23:00",14.03469238,0,-1.180398,1.8419851,102407.44,0.009445967
"2021/6/6 0:00",13.90429077,0,-2.0075994,1.310599,102390.92,0.009297252
"2021/6/6 1:00",13.75811157,0,-2.493815,0.9348004,102381.27,0.009106495
"2021/6/6 2:00",13.63692627,0,-2.6484618,0.83482087,102382.625,0.008862374
"2021/6/6 3:00",13.56936035,0,-2.7482104,0.9021798,102398.39,0.008572546
"2021/6/6 4:00",13.5864502,7.3496094,-2.7697825,1.014901,102416.125,0.008377999
"2021/6/6 5:00",13.6380249,79.40625,-2.740591,1.1654587,102429.47,0.008313123
"2021/6/6 6:00",13.79390869,214.0625,-2.5840235,1.2324586,102446.63,0.008294059
"2021/6/6 7:00",13.93834839,397.375,-2.300291,1.1330591,102461.734,0.008351333
"2021/6/6 8:00",14.09053955,583.5,-1.9716854,0.8702175,102459.31,0.008458216
"2021/6/6 9:00",14.24981079,727,-1.5615728,0.5435773,102457.79,0.008561172
"2021/6/6 10:00",14.33794556,833.75,-1.0866709,0.39283717,102456.91,0.008618282
"2021/6/6 11:00",14.4649292,900.5,-0.60935557,0.47605133,102455.58,0.008587674
"2021/6/6 12:00",14.64315186,918,-0.1813826,0.87876296,102452.34,0.008549472
"2021/6/6 13:00",14.68355713,893.75,0.10752314,1.3559661,102447.35,0.008679113
"2021/6/6 14:00",14.58693848,819.5,0.23899746,1.7599169,102426.78,0.008831643
"2021/6/6 15:00",14.45861206,703.75,0.08573884,2.1466327,102413.375,0.008919323
"2021/6/6 16:00",14.48699341,561,-0.2822085,2.4992065,102393.69,0.008942189
"2021/6/6 17:00",14.48876343,401,-0.7442845,2.7286134,102389.13,0.008930717
"2021/6/6 18:00",14.46193848,235,-1.2625273,2.7434316,102389.04,0.008915443
"2021/6/6 19:00",14.40755615,83.46875,-1.7466301,2.442323,102395.78,0.008911626
"2021/6/6 20:00",14.31362305,3.7675781,-1.8684238,1.8540504,102417.7,0.008926885
"2021/6/6 21:00",14.19014893,0,-1.7154361,1.5233638,102428.984,0.008865846
"2021/6/6 22:00",13.98613892,0,-1.4271303,1.5448287,102413.29,0.008762861
"2021/6/6 23:00",13.80532227,0,-1.0971608,1.7616715,102405.98,0.008629367
"2021/6/7 0:00",13.65755615,0,-0.78733724,1.8235763,102382.375,0.008450102
"2021/6/7 1:00",13.49013672,0,-0.39526844,1.7311134,102360.36,0.008255578
"2021/6/7 2:00",13.31325684,0,0.10853568,1.646837,102334.64,0.008049632
"2021/6/7 3:00",13.13326416,0,0.574721,1.7378277,102316.266,0.007916161
"2021/6/7 4:00",13.17278442,8.167969,0.866521,2.0376124,102312.94,0.00787807
"2021/6/7 5:00",13.3192688,48.671875,0.9575235,2.4701586,102319.195,0.007881931
"2021/6/7 6:00",13.56228027,88.09375,1.0102158,2.839458,102332.984,0.007758024
"2021/6/7 7:00",13.70113525,144.0625,1.0738184,2.9453435,102346.52,0.007626512
"2021/6/7 8:00",13.79519043,352.875,1.1177152,2.928194,102364.805,0.00753125
"2021/6/7 9:00",13.95946655,633.5,1.1293321,2.773332,102381.74,0.007483594
"2021/6/7 10:00",14.12386475,760,1.2070035,2.6419737,102393.85,0.007464525
"2021/6/7 11:00",14.25100098,849.5,1.3250622,2.5020328,102396.586,0.007456888
"2021/6/7 12:00",14.34456787,918,1.4328059,2.4328613,102389.2,0.007454964
"2021/6/7 13:00",14.41707764,902.5,1.4877381,2.4652634,102370.91,0.007430168
"2021/6/7 14:00",14.47139893,800.5,1.5283418,2.4293368,102361.766,0.007390126
"2021/6/7 15:00",14.49938354,659,1.5399889,2.3835301,102340.07,0.007395852
"2021/6/7 16:00",14.56884155,543.5,1.6142147,2.3305292,102312.66,0.007453075
"2021/6/7 17:00",14.61934814,356.5,1.7217389,2.234354,102296.46,0.007529396
"2021/6/7 18:00",14.6496521,206.5,1.8494315,2.2054698,102284.1,0.00763998
"2021/6/7 19:00",14.66362915,71.34375,1.9115663,2.1226673,102285.84,0.007788702
"2021/6/7 20:00",14.62160645,3.1582031,1.9780741,2.0542881,102302.66,0.007962227
"2021/6/7 21:00",14.57970581,0,2.1853209,2.004003,102317.055,0.008023218
"2021/6/7 22:00",14.47243652,0,2.414162,1.9509726,102310.54,0.008023177
"2021/6/7 23:00",14.33736572,0,2.5816562,1.9092072,102304.266,0.008046035
"2021/6/8 0:00",14.2071167,0,2.702336,1.8246121,102295.44,0.008091789
"2021/6/8 1:00",14.096521,0,2.8331923,1.7377765,102302.11,0.00810318
"2021/6/8 2:00",14.03060303,0,3.048879,1.6019335,102309.71,0.008087885
"2021/6/8 3:00",13.95998535,0,3.207879,1.3861564,102308.66,0.008110745
"2021/6/8 4:00",13.98049316,10.472656,3.309852,1.2343429,102304.69,0.008137428
"2021/6/8 5:00",14.053125,94.21875,3.4295788,1.2163079,102303.945,0.008179378
"2021/6/8 6:00",14.26967773,229.75,3.5354457,1.3026049,102311.09,0.008167915
"2021/6/8 7:00",14.41384277,368.25,3.4994621,1.3464799,102321.805,0.008167895
"2021/6/8 8:00",14.57839355,527.5,3.3990595,1.350622,102327.08,0.008190764
"2021/6/8 9:00",14.74453125,637.5,3.3535714,1.2915494,102317,0.008225072
"2021/6/8 10:00",14.90618286,735.5,3.3827581,1.2616944,102312.56,0.008263196
"2021/6/8 11:00",15.0503479,787.75,3.433007,1.2800093,102297.14,0.008312772
"2021/6/8 12:00",15.1791626,818,3.4759507,1.3258486,102285.91,0.008369982
"2021/6/8 13:00",15.27443848,810.5,3.491949,1.4202179,102267.086,0.008427189
"2021/6/8 14:00",15.34279785,773,3.4795132,1.5431545,102252.336,0.008488207
"2021/6/8 15:00",15.37764893,697.75,3.4472752,1.6856933,102237.27,0.008568311
"2021/6/8 16:00",15.39296875,555.25,3.4029098,1.7048913,102217.58,0.008698023
"2021/6/8 17:00",15.38009033,395,3.395254,1.6266983,102196.875,0.008820102
"2021/6/8 18:00",15.36010132,231,3.4673138,1.443347,102189.695,0.008946002
"2021/6/8 19:00",15.30629883,84.25,3.5945947,1.2050724,102178.69,0.009110053
"2021/6/8 20:00",15.20595703,4.0546875,3.7206888,0.99741274,102184.555,0.009266466
"2021/6/8 21:00",15.10018311,0,4.060315,0.8990339,102188.62,0.009361798
"2021/6/8 22:00",15.00716553,0,4.4179835,0.8850234,102170.34,0.009464751
"2021/6/8 23:00",14.9097229,0,4.7065287,0.93783283,102149.49,0.009582977
"2021/6/9 0:00",14.84163818,0,4.9075637,1.1484611,102114.805,0.009682138
"2021/6/9 1:00",14.88033447,0,5.0407524,1.2678676,102092.94,0.009777488
"2021/6/9 2:00",14.81966553,0,5.21181,1.137243,102070.36,0.009876654
"2021/6/9 3:00",14.80532227,0,5.2657394,1.4011592,102055.77,0.00992623
"2021/6/9 4:00",14.94790039,6.6503906,5.221868,1.5888983,102052.375,0.009994885
"2021/6/9 5:00",15.07003174,50.65625,5.1666336,1.6673468,102045.16,0.010071171
"2021/6/9 6:00",15.17061768,135.5,5.096963,1.8064764,102035.74,0.010136015
"2021/6/9 7:00",15.27095947,252.9375,4.9330544,1.964735,102043.69,0.010200862
"2021/6/9 8:00",15.37365112,398.5,4.6598387,2.1648645,102060.84,0.010261904
"2021/6/9 9:00",15.48842773,582.25,4.4932284,2.4031959,102081.85,0.010315319
"2021/6/9 10:00",15.60048828,725,4.5611773,2.492227,102084.88,0.010364916
"2021/6/9 11:00",15.63494263,850.5,4.6621475,2.6555908,102075.195,0.010387864
"2021/6/9 12:00",15.66436157,872.25,4.6267657,2.8324194,102067.016,0.010391734
"2021/6/9 13:00",15.65426025,832.75,4.437121,3.1925023,102067.46,0.010376463
"2021/6/9 14:00",15.62914429,702.75,4.081384,3.6382134,102066.77,0.010353595
"2021/6/9 15:00",15.55965576,447.125,3.730724,3.7382169,102077.03,0.010334562
"2021/6/9 16:00",15.47445068,273.25,3.5216715,3.6974342,102073.9,0.010300279
"2021/6/9 17:00",15.36568604,191.0625,3.4641595,3.6538882,102077.836,0.010266013
"2021/6/9 18:00",15.29790649,140.4375,3.3305922,3.75105,102081.56,0.010247007
"2021/6/9 19:00",15.26104126,74.6875,3.161944,3.660642,102095.41,0.01021655
"2021/6/9 20:00",15.16671143,3.7890625,3.1450644,3.440957,102117.88,0.01018605
"2021/6/9 21:00",15.09887085,0,3.1913433,3.202704,102136.19,0.010166965
"2021/6/9 22:00",15.09478149,0,3.331553,3.1052878,102118.98,0.010163124
"2021/6/9 23:00",15.09926758,0,3.3339598,2.9622276,102087.06,0.010170721
"2021/6/10 0:00",15.08919678,0,3.3270102,2.7302942,102061.97,0.010182129
"2021/6/10 1:00",15.08797607,0,3.4088988,2.5786724,102032.28,0.010193537
"2021/6/10 2:00",15.11431274,0,3.4515395,2.4718318,102018.03,0.010201134
"2021/6/10 3:00",15.12862549,0,3.3598928,2.429996,101996.19,0.010201109
"2021/6/10 4:00",15.09688721,7.4804688,3.2378855,2.519181,101982.766,0.01019728
"2021/6/10 5:00",15.09945068,61.59375,3.2057843,2.6105964,101977.44,0.01020871
"2021/6/10 6:00",15.12127075,140.875,3.2617924,2.574593,101985.68,0.010223958
"2021/6/10 7:00",15.12746582,223.1875,3.438273,2.5817327,102001.984,0.010243022
"2021/6/10 8:00",15.16030273,270.875,3.7013474,2.638958,102006.67,0.010254462
"2021/6/10 9:00",15.19915161,275,3.9715934,2.8944519,102016.93,0.010254465
"2021/6/10 10:00",15.22606812,320.75,4.147373,3.1207557,102029.125,0.01025829
"2021/6/10 11:00",15.24108276,479.25,4.166783,3.1747537,102032.19,0.010285008
"2021/6/10 12:00",15.2869812,672,4.132946,3.1226664,102032.35,0.0103041
"2021/6/10 13:00",15.34743652,766.5,4.158996,3.191505,102022.46,0.010319384
"2021/6/10 14:00",15.36843262,770,4.2002263,3.268405,102000.95,0.010319414
"2021/6/10 15:00",15.353479,674,4.0418854,3.4276738,101986.62,0.010296551
"2021/6/10 16:00",15.37410889,495,3.7516305,3.6497307,101973.625,0.01026986
"2021/6/10 17:00",15.31893311,343.5,3.3625832,3.9292483,101967.97,0.010239347
"2021/6/10 18:00",15.34200439,168.5,2.9031513,4.185816,101964.39,0.010205003
"2021/6/10 19:00",15.31337891,59.421875,2.504258,4.258004,101967.375,0.010163026
"2021/6/10 20:00",15.28118286,3.7802734,2.2642274,4.0347342,101997.58,0.010124873
"2021/6/10 21:00",15.22585449,0,2.3892171,3.7632647,102010.68,0.010094363
"2021/6/10 22:00",15.04342041,0,2.7706015,3.6370926,102008.484,0.010075309
"2021/6/10 23:00",14.85100708,0,3.0892355,3.5408056,101994.78,0.010056252
"2021/6/11 0:00",14.72661743,0,3.272605,3.3972392,101975.17,0.010021924
"2021/6/11 1:00",14.65331421,0,3.2409232,3.3478093,101957.46,0.009991412
"2021/6/11 2:00",14.61202393,0,3.1764057,3.3651748,101953.31,0.00997616
"2021/6/11 3:00",14.59737549,0,3.0832877,3.3513908,101948.695,0.009991412
"2021/6/11 4:00",14.69753418,7.8828125,2.8947835,3.4842885,101952.92,0.010029544
"2021/6/11 5:00",14.79259644,50.015625,2.748962,3.6645975,101970.13,0.010075307
"2021/6/11 6:00",14.91628418,113,2.6849663,3.6436734,101990.26,0.010121071
"2021/6/11 7:00",14.98031006,221.9375,2.6772282,3.6357841,102002.92,0.010159209
"2021/6/11 8:00",15.08944092,361.125,2.5761466,3.6793299,102014.19,0.010201164
"2021/6/11 9:00",15.16781006,543,2.62846,3.6407056,102024.75,0.010231677
"2021/6/11 10:00",15.29976807,640.75,2.6582196,3.7155287,102042.49,0.010254566
"2021/6/11 11:00",15.33068237,612.75,2.5320683,3.8149877,102038.75,0.010250752
"2021/6/11 12:00",15.30648193,463,2.4045236,3.7985845,102041.164,0.010239307
"2021/6/11 13:00",15.27550659,541.25,2.0920806,3.9545786,102038.31,0.010250753
"2021/6/11 14:00",15.35976563,621,1.5940839,4.108162,102039.72,0.010246944
"2021/6/11 15:00",15.36470947,522.5,0.9587041,4.245091,102049.18,0.010227879
"2021/6/11 16:00",15.36171875,430.125,0.25731474,4.2858973,102070.96,0.010201179
"2021/6/11 17:00",15.28945313,278.375,-0.4854948,4.163623,102084.08,0.01015921
"2021/6/11 18:00",15.22133789,134.875,-1.045214,3.7818406,102105.85,0.010105802
"2021/6/11 19:00",15.14681396,49.578125,-1.2212908,3.1636775,102125.71,0.010056207
"2021/6/11 20:00",15.06899414,3.3066406,-1.191414,2.7007525,102165.69,0.009995169
"2021/6/11 21:00",14.99065552,0,-1.3440535,2.7422285,102214.98,0.009895979
"2021/6/11 22:00",14.78426514,0,-1.5151396,2.9156806,102241,0.009754814
"2021/6/11 23:00",14.5677124,0,-1.427052,3.0409656,102252.164,0.009567875
"2021/6/12 0:00",14.36153564,0,-1.2467192,3.2402785,102250.734,0.009354235
"2021/6/12 1:00",14.20769653,0,-1.3165481,3.5264583,102258.33,0.009083376
"2021/6/12 2:00",14.13060913,0,-1.5801578,3.722301,102284.31,0.00885448
"2021/6/12 3:00",14.09356079,0,-1.952328,3.7864203,102307.21,0.008801067
"2021/6/12 4:00",14.26885376,14.1171875,-2.4350755,3.6225047,102332.234,0.008919329
"2021/6/12 5:00",14.50167236,108.46875,-2.841477,3.2310755,102359.82,0.009132968
"2021/6/12 6:00",14.80608521,245.6875,-3.0903006,2.6546965,102374.67,0.009331355
"2021/6/12 7:00",14.97347412,389.5,-3.2727573,2.027257,102403.92,0.009411461
"2021/6/12 8:00",15.15273438,527.25,-3.4308205,1.5180722,102443.55,0.009255062
"2021/6/12 9:00",15.32143555,670.5,-3.5438027,1.2473992,102486.15,0.009068153
"2021/6/12 10:00",15.34169922,804.25,-3.4309192,1.0469325,102520.805,0.008946102
"2021/6/12 11:00",15.34133301,886.25,-3.1823425,0.94565433,102561.06,0.008850761
"2021/6/12 12:00",15.34676514,909.25,-3.0362403,0.9908451,102588.19,0.008766841
"2021/6/12 13:00",15.36422119,880.5,-3.0792284,1.0986949,102592.11,0.008705812
"2021/6/12 14:00",15.38088379,808,-3.2291346,1.1455331,102590.32,0.008656229
"2021/6/12 15:00",15.3800293,696.75,-3.4997458,1.1272572,102572.81,0.00863335
"2021/6/12 16:00",15.41716919,556.5,-3.8581512,0.9903292,102574.04,0.008599018
"2021/6/12 17:00",15.42666016,398.25,-4.226767,0.72654694,102578.02,0.008564682
"2021/6/12 18:00",15.38469849,236,-4.5374327,0.34753203,102584.49,0.008549409
"2021/6/12 19:00",15.30422363,89.4375,-4.667568,-0.115606874,102601.164,0.008572285
"2021/6/12 20:00",15.19039307,5.078125,-4.491972,-0.5824822,102650.94,0.008660017
"2021/6/12 21:00",15.04760132,0,-4.330449,-1.0373363,102681.02,0.008690526
"2021/6/12 22:00",14.85479126,0,-4.110701,-1.4745643,102689.32,0.008698141
"2021/6/12 23:00",14.71434937,0,-3.7702277,-1.818263,102683,0.00871338
"2021/6/13 0:00",14.63607178,0,-3.4037757,-2.0804343,102664.75,0.0087248
"2021/6/13 1:00",14.59563599,0,-3.0732894,-2.2954462,102644.055,0.008747662
"2021/6/13 2:00",14.58779297,0,-2.8091092,-2.4332252,102632.22,0.008793416
"2021/6/13 3:00",14.53530273,0,-2.5711153,-2.4702387,102626.84,0.008854434
"2021/6/13 4:00",14.61193237,15.609375,-2.370343,-2.381469,102632.18,0.008953601
"2021/6/13 5:00",14.68233643,122.4375,-2.2768826,-2.3866217,102648.734,0.009106177
"2021/6/13 6:00",14.87679443,274.75,-1.9489207,-2.3796625,102649.41,0.009235867
"2021/6/13 7:00",15.06444702,436.75,-1.3445787,-2.275824,102642.04,0.009434229
"2021/6/13 8:00",15.43267212,591.25,-0.41940612,-2.1725013,102619.53,0.009487641
"2021/6/13 9:00",16.13240967,724.75,0.29202008,-1.8035063,102590.64,0.009552501
"2021/6/13 10:00",16.75426636,826.75,0.58918625,-1.2711744,102548.07,0.009735601
"2021/6/13 11:00",17.22643433,889,0.6526402,-0.84887874,102513.91,0.009899622
"2021/6/13 12:00",17.64199219,907.25,0.617808,-0.5967142,102477.53,0.009937763
"2021/6/13 13:00",18.04293213,878.25,0.4957751,-0.39923424,102444.38,0.009907245
"2021/6/13 14:00",18.41835938,805,0.24351959,-0.23926532,102408.47,0.009857656
"2021/6/13 15:00",18.68178711,693.75,-0.1348525,-0.20713031,102374.91,0.009876736
"2021/6/13 16:00",18.60744629,552.75,-0.42116308,-0.3577159,102327.33,0.00993397
"2021/6/13 17:00",18.46914063,394,-0.47534597,-0.63496995,102281.016,0.009960691
"2021/6/13 18:00",18.36361084,232.0625,-0.27708605,-0.92789555,102241.414,0.009975958
"2021/6/13 19:00",18.19359741,87.09375,0.03290586,-1.0620475,102223.55,0.010040811
"2021/6/13 20:00",17.86641846,4.9648438,0.29995933,-0.98238695,102233.04,0.010155262
"2021/6/13 21:00",17.52834473,0,0.5412618,-0.83515036,102241.1,0.010098057
"2021/6/13 22:00",17.10115967,0,0.61618716,-0.4395138,102235.59,0.009960742
"2021/6/13 23:00",16.88222656,0,0.23164272,0.25947225,102235.33,0.009831055
"2021/6/14 0:00",16.38036499,0,-0.47446993,0.6582248,102233.64,0.009979842
