"time","value"
"2021/6/2 17:00",1.13808487
"2021/6/2 17:30",1.10458521
"2021/6/2 18:00",1.06051167
"2021/6/2 18:30",1.055041568
"2021/6/2 19:00",1.018746775
"2021/6/2 19:30",1.010889735
"2021/6/2 20:00",0.9447385
"2021/6/2 20:30",0.875157636
"2021/6/2 21:00",0.855716946
"2021/6/2 21:30",0.831764371
"2021/6/2 22:00",0.760250833
"2021/6/2 22:30",0.668550049
"2021/6/2 23:00",0.669224506
"2021/6/2 23:30",0.64032093
"2021/6/3 0:00",0.850665604
"2021/6/3 0:30",0.884112235
"2021/6/3 1:00",0.843017933
"2021/6/3 1:30",0.799651813
"2021/6/3 2:00",0.758454218
"2021/6/3 2:30",0.73827706
"2021/6/3 3:00",0.693847669
"2021/6/3 3:30",0.679819701
"2021/6/3 4:00",0.686134808
"2021/6/3 4:30",0.711672373
"2021/6/3 5:00",0.781134628
"2021/6/3 5:30",0.845653565
"2021/6/3 6:00",0.880241653
"2021/6/3 6:30",0.93328899
"2021/6/3 7:00",0.946725447
"2021/6/3 7:30",0.942652031
"2021/6/3 8:00",0.901486632
"2021/6/3 8:30",0.850754327
"2021/6/3 9:00",0.811071975
"2021/6/3 9:30",0.722946299
"2021/6/3 10:00",0.641740322
"2021/6/3 10:30",0.589709324
"2021/6/3 11:00",0.57465844
"2021/6/3 11:30",0.549480189
"2021/6/3 12:00",0.541670436
"2021/6/3 12:30",0.512291953
"2021/6/3 13:00",0.474302893
"2021/6/3 13:30",0.505714047
"2021/6/3 14:00",0.503274374
"2021/6/3 14:30",0.570860533
"2021/6/3 15:00",0.662616807
"2021/6/3 15:30",0.708222507
"2021/6/3 16:00",0.839377218
"2021/6/3 16:30",0.962920208
"2021/6/3 17:00",1.018042858
"2021/6/3 17:30",1.026601505
"2021/6/3 18:00",1.07093905
"2021/6/3 18:30",1.059184847
"2021/6/3 19:00",1.037195166
"2021/6/3 19:30",0.997604445
"2021/6/3 20:00",0.928818967
"2021/6/3 20:30",0.922980245
"2021/6/3 21:00",0.904458204
"2021/6/3 21:30",0.893351725
"2021/6/3 22:00",0.821380034
"2021/6/3 22:30",0.720097294
"2021/6/3 23:00",0.705303052
"2021/6/3 23:30",0.688093978
"2021/6/4 0:00",0.892184113
"2021/6/4 0:30",0.894481576
"2021/6/4 1:00",0.865131461
"2021/6/4 1:30",0.809360723
"2021/6/4 2:00",0.789180452
"2021/6/4 2:30",0.743242854
"2021/6/4 3:00",0.7153319
"2021/6/4 3:30",0.69989377
"2021/6/4 4:00",0.697879065
"2021/6/4 4:30",0.708251882
"2021/6/4 5:00",0.795748865
"2021/6/4 5:30",0.817982742
"2021/6/4 6:00",0.91280871
"2021/6/4 6:30",0.973223909
"2021/6/4 7:00",1.010330762
"2021/6/4 7:30",0.93750378
"2021/6/4 8:00",0.89907475
"2021/6/4 8:30",0.876528778
"2021/6/4 9:00",0.810561826
"2021/6/4 9:30",0.772337602
"2021/6/4 10:00",0.78549419
"2021/6/4 10:30",0.769618344
"2021/6/4 11:00",0.607007257
"2021/6/4 11:30",0.575715862
"2021/6/4 12:00",0.536183678
"2021/6/4 12:30",0.494067248
"2021/6/4 13:00",0.476523961
"2021/6/4 13:30",0.463057076
"2021/6/4 14:00",0.490433104
"2021/6/4 14:30",0.590085503
"2021/6/4 15:00",0.661792088
"2021/6/4 15:30",0.739698458
"2021/6/4 16:00",0.894941751
"2021/6/4 16:30",0.975015492
"2021/6/4 17:00",0.96889808
"2021/6/4 17:30",0.983634611
"2021/6/4 18:00",1.008269396
"2021/6/4 18:30",0.976385346
"2021/6/4 19:00",0.902951526
"2021/6/4 19:30",0.902343551
"2021/6/4 20:00",0.880501559
"2021/6/4 20:30",0.867259492
"2021/6/4 21:00",0.829506104
"2021/6/4 21:30",0.796955332
"2021/6/4 22:00",0.804372043
"2021/6/4 22:30",0.696481939
"2021/6/4 23:00",0.713844987
"2021/6/4 23:30",0.659360355
"2021/6/5 0:00",0.829800686
"2021/6/5 0:30",0.823778618
"2021/6/5 1:00",0.803226235
"2021/6/5 1:30",0.763598318
"2021/6/5 2:00",0.731572391
"2021/6/5 2:30",0.693321284
"2021/6/5 3:00",0.661971435
"2021/6/5 3:30",0.646994443
"2021/6/5 4:00",0.662420616
"2021/6/5 4:30",0.663371843
"2021/6/5 5:00",0.717900268
"2021/6/5 5:30",0.766370187
"2021/6/5 6:00",0.835368065
"2021/6/5 6:30",0.89907301
"2021/6/5 7:00",0.908545661
"2021/6/5 7:30",0.956806659
"2021/6/5 8:00",1.02584564
"2021/6/5 8:30",0.955193606
"2021/6/5 9:00",0.926582942
"2021/6/5 9:30",0.919253851
"2021/6/5 10:00",0.892533275
"2021/6/5 10:30",0.883573645
"2021/6/5 11:00",0.884167476
"2021/6/5 11:30",0.893577332
"2021/6/5 12:00",0.913040123
"2021/6/5 12:30",0.875002202
"2021/6/5 13:00",0.893508344
"2021/6/5 13:30",0.911692364
"2021/6/5 14:00",0.882435587
"2021/6/5 14:30",0.950603189
"2021/6/5 15:00",1.057281232
"2021/6/5 15:30",1.113424113
"2021/6/5 16:00",1.212928073
"2021/6/5 16:30",1.27368871
"2021/6/5 17:00",1.25709225
"2021/6/5 17:30",1.22753901
"2021/6/5 18:00",1.14081528
"2021/6/5 18:30",1.066003847
"2021/6/5 19:00",1.027627153
"2021/6/5 19:30",0.953013888
"2021/6/5 20:00",0.929006875
"2021/6/5 20:30",0.915359247
"2021/6/5 21:00",0.873921899
"2021/6/5 21:30",0.829803011
"2021/6/5 22:00",0.783480114
"2021/6/5 22:30",0.722871869
"2021/6/5 23:00",0.689788519
"2021/6/5 23:30",0.667575571
"2021/6/6 0:00",0.896756134
"2021/6/6 0:30",0.89484764
"2021/6/6 1:00",0.862526661
"2021/6/6 1:30",0.831970198
"2021/6/6 2:00",0.787017539
"2021/6/6 2:30",0.751979178
"2021/6/6 3:00",0.725472726
"2021/6/6 3:30",0.704651304
"2021/6/6 4:00",0.716367269
"2021/6/6 4:30",0.704136214
"2021/6/6 5:00",0.732718642
"2021/6/6 5:30",0.744837135
"2021/6/6 6:00",0.779524235
"2021/6/6 6:30",0.827286357
"2021/6/6 7:00",0.884713686
"2021/6/6 7:30",0.890895778
"2021/6/6 8:00",0.938348211
"2021/6/6 8:30",0.982641838
"2021/6/6 9:00",0.959709824
"2021/6/6 9:30",0.968823462
"2021/6/6 10:00",0.99280647
"2021/6/6 10:30",0.940368477
"2021/6/6 11:00",0.982310035
"2021/6/6 11:30",0.910781135
"2021/6/6 12:00",0.814255886
"2021/6/6 12:30",0.735657596
"2021/6/6 13:00",0.652590189
"2021/6/6 13:30",0.606958024
"2021/6/6 14:00",0.584305508
"2021/6/6 14:30",0.630057645
"2021/6/6 15:00",0.759924183
"2021/6/6 15:30",0.79176944
"2021/6/6 16:00",0.895615827
"2021/6/6 16:30",0.950757854
"2021/6/6 17:00",0.978264523
"2021/6/6 17:30",1.020283096
"2021/6/6 18:00",1.039548212
"2021/6/6 18:30",0.988588077
"2021/6/6 19:00",0.973954358
"2021/6/6 19:30",0.912026633
"2021/6/6 20:00",0.894188993
"2021/6/6 20:30",0.862970874
"2021/6/6 21:00",0.856445432
"2021/6/6 21:30",0.80537621
"2021/6/6 22:00",0.752438746
"2021/6/6 22:30",0.677564529
"2021/6/6 23:00",0.660859363
"2021/6/6 23:30",0.651800529
"2021/6/7 0:00",0.845641161
"2021/6/7 0:30",0.854543042
"2021/6/7 1:00",0.816141665
"2021/6/7 1:30",0.790850157
"2021/6/7 2:00",0.768375
"2021/6/7 2:30",0.724499877
"2021/6/7 3:00",0.690418777
"2021/6/7 3:30",0.684564684
"2021/6/7 4:00",0.696921752
"2021/6/7 4:30",0.711889365
"2021/6/7 5:00",0.776566218
"2021/6/7 5:30",0.85907296
"2021/6/7 6:00",0.972764007
"2021/6/7 6:30",0.999566754
"2021/6/7 7:00",0.939691687
"2021/6/7 7:30",0.90393376
"2021/6/7 8:00",0.883018574
"2021/6/7 8:30",0.841422307
"2021/6/7 9:00",0.787461363
"2021/6/7 9:30",0.706532539
"2021/6/7 10:00",0.705417349
"2021/6/7 10:30",0.628226732
"2021/6/7 11:00",0.587350811
"2021/6/7 11:30",0.57166895
"2021/6/7 12:00",0.560974672
"2021/6/7 12:30",0.52759324
"2021/6/7 13:00",0.526647452
"2021/6/7 13:30",0.509413107
"2021/6/7 14:00",0.500826941
"2021/6/7 14:30",0.539887766
"2021/6/7 15:00",0.629658208
"2021/6/7 15:30",0.709769945
"2021/6/7 16:00",0.821021873
"2021/6/7 16:30",0.942567449
"2021/6/7 17:00",0.940017682
"2021/6/7 17:30",1.013710809
"2021/6/7 18:00",1.014615525
"2021/6/7 18:30",0.956340747
"2021/6/7 19:00",0.917667138
"2021/6/7 19:30",0.921337122
"2021/6/7 20:00",0.929216652
"2021/6/7 20:30",0.865659393
"2021/6/7 21:00",0.852349304
"2021/6/7 21:30",0.784575528
"2021/6/7 22:00",0.747512872
"2021/6/7 22:30",0.638248692
"2021/6/7 23:00",0.617768931
"2021/6/7 23:30",0.613704939
"2021/6/8 0:00",0.798246107
"2021/6/8 0:30",0.822631267
"2021/6/8 1:00",0.783098701
"2021/6/8 1:30",0.739347273
"2021/6/8 2:00",0.694432975
"2021/6/8 2:30",0.653065416
"2021/6/8 3:00",0.630892003
"2021/6/8 3:30",0.629162244
"2021/6/8 4:00",0.649890224
"2021/6/8 4:30",0.662807845
"2021/6/8 5:00",0.767694299
"2021/6/8 5:30",0.810910815
"2021/6/8 6:00",0.912313329
"2021/6/8 6:30",1.06732253
"2021/6/8 7:00",1.010172605
"2021/6/8 7:30",0.94959984
"2021/6/8 8:00",0.936604884
"2021/6/8 8:30",0.858338025
"2021/6/8 9:00",0.790426573
"2021/6/8 9:30",0.75369975
"2021/6/8 10:00",0.744226628
"2021/6/8 10:30",0.733495922
"2021/6/8 11:00",0.690261603
"2021/6/8 11:30",0.701134158
"2021/6/8 12:00",0.665644449
"2021/6/8 12:30",0.5966923
"2021/6/8 13:00",0.609779114
"2021/6/8 13:30",0.595538739
"2021/6/8 14:00",0.572132698
"2021/6/8 14:30",0.631960277
"2021/6/8 15:00",0.698911537
"2021/6/8 15:30",0.766148844
"2021/6/8 16:00",0.800426858
"2021/6/8 16:30",0.873394737
"2021/6/8 17:00",0.900150595
"2021/6/8 17:30",0.929732964
"2021/6/8 18:00",0.956916746
"2021/6/8 18:30",0.952937435
"2021/6/8 19:00",0.917221378
"2021/6/8 19:30",0.88241853
"2021/6/8 20:00",0.844555823
"2021/6/8 20:30",0.831562038
"2021/6/8 21:00",0.829473536
"2021/6/8 21:30",0.747143077
"2021/6/8 22:00",0.709454801
"2021/6/8 22:30",0.631029224
"2021/6/8 23:00",0.624828854
"2021/6/8 23:30",0.602597293
"2021/6/9 0:00",0.77178951
"2021/6/9 0:30",0.78019589
"2021/6/9 1:00",0.751128903
"2021/6/9 1:30",0.724881298
"2021/6/9 2:00",0.68237005
"2021/6/9 2:30",0.63626442
"2021/6/9 3:00",0.629142021
"2021/6/9 3:30",0.613989138
"2021/6/9 4:00",0.619231411
"2021/6/9 4:30",0.660714698
"2021/6/9 5:00",0.728901882
"2021/6/9 5:30",0.802202153
"2021/6/9 6:00",0.919823851
"2021/6/9 6:30",0.979006436
"2021/6/9 7:00",1.03790295
"2021/6/9 7:30",0.992439002
"2021/6/9 8:00",0.971807546
"2021/6/9 8:30",0.970985407
"2021/6/9 9:00",0.945879271
"2021/6/9 9:30",0.933002926
"2021/6/9 10:00",0.912530786
"2021/6/9 10:30",0.885869419
"2021/6/9 11:00",0.931682074
"2021/6/9 11:30",0.909617822
"2021/6/9 12:00",0.892706741
"2021/6/9 12:30",0.811118959
"2021/6/9 13:00",0.726765901
"2021/6/9 13:30",0.748787366
"2021/6/9 14:00",0.762985873
"2021/6/9 14:30",0.848894444
"2021/6/9 15:00",0.948895207
"2021/6/9 15:30",1.058325415
"2021/6/9 16:00",1.193248013
"2021/6/9 16:30",1.297636183
"2021/6/9 17:00",1.255431933
"2021/6/9 17:30",1.227044967
"2021/6/9 18:00",1.187273457
"2021/6/9 18:30",1.108421097
"2021/6/9 19:00",1.068848207
"2021/6/9 19:30",1.028462095
"2021/6/9 20:00",0.974653768
"2021/6/9 20:30",0.901667809
"2021/6/9 21:00",0.876340265
"2021/6/9 21:30",0.806704749
"2021/6/9 22:00",0.751655395
"2021/6/9 22:30",0.683027221
"2021/6/9 23:00",0.664900218
"2021/6/9 23:30",0.658146331
"2021/6/10 0:00",0.840475732
"2021/6/10 0:30",0.839364486
"2021/6/10 1:00",0.794797397
"2021/6/10 1:30",0.778298418
"2021/6/10 2:00",0.733191096
"2021/6/10 2:30",0.696823357
"2021/6/10 3:00",0.668815643
"2021/6/10 3:30",0.652030466
"2021/6/10 4:00",0.675478372
"2021/6/10 4:30",0.683495117
"2021/6/10 5:00",0.756355256
"2021/6/10 5:30",0.845520075
"2021/6/10 6:00",0.952788753
"2021/6/10 6:30",1.062179583
"2021/6/10 7:00",1.07330275
"2021/6/10 7:30",1.089644773
"2021/6/10 8:00",1.059804247
"2021/6/10 8:30",1.030915516
"2021/6/10 9:00",1.078071443
"2021/6/10 9:30",1.024131014
"2021/6/10 10:00",0.967875337
"2021/6/10 10:30",0.936105433
"2021/6/10 11:00",0.954223958
"2021/6/10 11:30",0.894406443
"2021/6/10 12:00",0.880616108
"2021/6/10 12:30",0.843676705
"2021/6/10 13:00",0.821833547
"2021/6/10 13:30",0.83184577
"2021/6/10 14:00",0.851560889
"2021/6/10 14:30",0.923316303
"2021/6/10 15:00",0.996829983
"2021/6/10 15:30",1.0931171
"2021/6/10 16:00",1.211185017
"2021/6/10 16:30",1.221106763
"2021/6/10 17:00",1.214252767
"2021/6/10 17:30",1.242252093
"2021/6/10 18:00",1.17688425
"2021/6/10 18:30",1.086255643
"2021/6/10 19:00",1.039884853
"2021/6/10 19:30",1.009491177
"2021/6/10 20:00",0.951826136
"2021/6/10 20:30",0.906899048
"2021/6/10 21:00",0.859885797
"2021/6/10 21:30",0.807904818
"2021/6/10 22:00",0.778949616
"2021/6/10 22:30",0.681194903
"2021/6/10 23:00",0.666852033
"2021/6/10 23:30",0.66195509
"2021/6/11 0:00",0.872405538
"2021/6/11 0:30",0.855119232
"2021/6/11 1:00",0.828554873
"2021/6/11 1:30",0.803713103
"2021/6/11 2:00",0.778235226
"2021/6/11 2:30",0.744713874
"2021/6/11 3:00",0.723811465
"2021/6/11 3:30",0.693767817
"2021/6/11 4:00",0.70170318
"2021/6/11 4:30",0.721664163
"2021/6/11 5:00",0.807324636
"2021/6/11 5:30",0.852962718
"2021/6/11 6:00",0.974672185
"2021/6/11 6:30",1.063981142
"2021/6/11 7:00",1.08664694
"2021/6/11 7:30",1.026759654
"2021/6/11 8:00",1.021908179
"2021/6/11 8:30",0.997229989
"2021/6/11 9:00",0.966777022
"2021/6/11 9:30",0.940284754
"2021/6/11 10:00",0.915515848
"2021/6/11 10:30",0.843597626
"2021/6/11 11:00",0.848000208
"2021/6/11 11:30",0.855872768
"2021/6/11 12:00",0.808325771
"2021/6/11 12:30",0.819607833
"2021/6/11 13:00",0.802462643
"2021/6/11 13:30",0.763771976
"2021/6/11 14:00",0.7940113
"2021/6/11 14:30",0.841429719
"2021/6/11 15:00",0.91561818
"2021/6/11 15:30",1.010052839
"2021/6/11 16:00",1.1520357
"2021/6/11 16:30",1.22872746
"2021/6/11 17:00",1.172056647
"2021/6/11 17:30",1.175824327
"2021/6/11 18:00",1.187990347
"2021/6/11 18:30",1.089785713
"2021/6/11 19:00",1.06175787
"2021/6/11 19:30",1.00102323
"2021/6/11 20:00",0.975515081
"2021/6/11 20:30",0.907623173
"2021/6/11 21:00",0.831629867
"2021/6/11 21:30",0.816306084
"2021/6/11 22:00",0.770261891
"2021/6/11 22:30",0.700497289
"2021/6/11 23:00",0.703057294
"2021/6/11 23:30",0.673441065
"2021/6/12 0:00",0.86407268
"2021/6/12 0:30",0.861935925
"2021/6/12 1:00",0.844413957
"2021/6/12 1:30",0.800588111
"2021/6/12 2:00",0.743059889
"2021/6/12 2:30",0.71836485
"2021/6/12 3:00",0.726861038
"2021/6/12 3:30",0.68918693
"2021/6/12 4:00",0.71777344
"2021/6/12 4:30",0.725306905
"2021/6/12 5:00",0.758817487
"2021/6/12 5:30",0.783363248
"2021/6/12 6:00",0.842999334
"2021/6/12 6:30",0.924632661
"2021/6/12 7:00",0.971002847
"2021/6/12 7:30",0.92604495
"2021/6/12 8:00",0.981427298
"2021/6/12 8:30",0.849967768
"2021/6/12 9:00",0.792539958
"2021/6/12 9:30",0.749550203
"2021/6/12 10:00",0.717013389
"2021/6/12 10:30",0.679954656
"2021/6/12 11:00",0.63502717
"2021/6/12 11:30",0.618286602
"2021/6/12 12:00",0.561976281
"2021/6/12 12:30",0.53924818
"2021/6/12 13:00",0.518391147
"2021/6/12 13:30",0.520171497
"2021/6/12 14:00",0.498515572
"2021/6/12 14:30",0.514095555
"2021/6/12 15:00",0.57593409
"2021/6/12 15:30",0.660591432
"2021/6/12 16:00",0.779364761
"2021/6/12 16:30",0.832683027
"2021/6/12 17:00",0.905595495
"2021/6/12 17:30",0.921408049
"2021/6/12 18:00",0.944969533
"2021/6/12 18:30",0.929708935
"2021/6/12 19:00",0.897740364
"2021/6/12 19:30",0.883879082
"2021/6/12 20:00",0.834837228
"2021/6/12 20:30",0.808929416
"2021/6/12 21:00",0.831872979
"2021/6/12 21:30",0.79284462
"2021/6/12 22:00",0.741649733
"2021/6/12 22:30",0.693784089
"2021/6/12 23:00",0.684279462
"2021/6/12 23:30",0.637227846
"2021/6/13 0:00",0.828914202
"2021/6/13 0:30",0.795127318
"2021/6/13 1:00",0.752527125
"2021/6/13 1:30",0.725085957
"2021/6/13 2:00",0.696051675
"2021/6/13 2:30",0.681528601
"2021/6/13 3:00",0.652292233
"2021/6/13 3:30",0.625255852
"2021/6/13 4:00",0.630625484
"2021/6/13 4:30",0.603178152
"2021/6/13 5:00",0.652741552
"2021/6/13 5:30",0.696531468
"2021/6/13 6:00",0.768289762
"2021/6/13 6:30",0.808135215
"2021/6/13 7:00",0.874461315
"2021/6/13 7:30",0.860642816
"2021/6/13 8:00",0.893182741
"2021/6/13 8:30",0.850946121
"2021/6/13 9:00",0.794650547
"2021/6/13 9:30",0.757387875
"2021/6/13 10:00",0.674227134
"2021/6/13 10:30",0.632559551
"2021/6/13 11:00",0.630650133
"2021/6/13 11:30",0.617612142
"2021/6/13 12:00",0.559359861
"2021/6/13 12:30",0.508025811
"2021/6/13 13:00",0.506984272
"2021/6/13 13:30",0.523993805
"2021/6/13 14:00",0.524629894
"2021/6/13 14:30",0.565320669
"2021/6/13 15:00",0.683367208
"2021/6/13 15:30",0.710261824
"2021/6/13 16:00",0.809804928
"2021/6/13 16:30",0.850809681
"2021/6/13 17:00",0.883877534
"2021/6/13 17:30",0.914924922
"2021/6/13 18:00",0.949652159
"2021/6/13 18:30",0.941473192
"2021/6/13 19:00",0.940098233
"2021/6/13 19:30",0.91827694
"2021/6/13 20:00",0.853633094
"2021/6/13 20:30",0.838353909
"2021/6/13 21:00",0.80069246
"2021/6/13 21:30",0.749219489
"2021/6/13 22:00",0.70485453
"2021/6/13 22:30",0.625531021
"2021/6/13 23:00",0.58744476
"2021/6/13 23:30",0.583087353
"2021/6/14 0:00",0.755299639
"2021/6/14 0:30",0.772299146
"2021/6/14 1:00",0.751818956
"2021/6/14 1:30",0.70152648
"2021/6/14 2:00",0.649342718
"2021/6/14 2:30",0.636569851
"2021/6/14 3:00",0.630880768
"2021/6/14 3:30",0.628426352
"2021/6/14 4:00",0.656690045
"2021/6/14 4:30",0.647798825
"2021/6/14 5:00",0.695328379
"2021/6/14 5:30",0.8120632
"2021/6/14 6:00",0.920128138
"2021/6/14 6:30",0.964160206
"2021/6/14 7:00",0.982177936
"2021/6/14 7:30",0.924893139
"2021/6/14 8:00",0.945100546
"2021/6/14 8:30",0.88015405
"2021/6/14 9:00",0.882779018
"2021/6/14 9:30",0.826822209
"2021/6/14 10:00",0.829520051
"2021/6/14 10:30",0.799713959
"2021/6/14 11:00",0.823981952
"2021/6/14 11:30",0.748147796
"2021/6/14 12:00",0.75955544
"2021/6/14 12:30",0.717552959
"2021/6/14 13:00",0.694021325
"2021/6/14 13:30",0.683181147
"2021/6/14 14:00",0.615186421
"2021/6/14 14:30",0.67303868
"2021/6/14 15:00",0.843496293
"2021/6/14 15:30",0.902573392
"2021/6/14 16:00",1.013283273
"2021/6/14 16:30",1.100954773
"2021/6/14 17:00",1.093710163
"2021/6/14 17:30",1.11481883
"2021/6/14 18:00",1.073782914
"2021/6/14 18:30",1.01229366
"2021/6/14 19:00",0.972908206
"2021/6/14 19:30",0.91123477
"2021/6/14 20:00",0.863288326
"2021/6/14 20:30",0.852224499
"2021/6/14 21:00",0.815785901
"2021/6/14 21:30",0.777907689
"2021/6/14 22:00",0.707933764
"2021/6/14 22:30",0.624562758
"2021/6/14 23:00",0.611462227
"2021/6/14 23:30",0.631428467
"2021/6/15 0:00",0.790898389
"2021/6/15 0:30",0.767453586
"2021/6/15 1:00",0.725166589
"2021/6/15 1:30",0.711425148
"2021/6/15 2:00",0.680815132
"2021/6/15 2:30",0.661870875
"2021/6/15 3:00",0.656140014
"2021/6/15 3:30",0.624985514
"2021/6/15 4:00",0.643203514
"2021/6/15 4:30",0.662019637
"2021/6/15 5:00",0.743414736
"2021/6/15 5:30",0.801181161
"2021/6/15 6:00",0.939507971
"2021/6/15 6:30",0.995630455
"2021/6/15 7:00",1.01254892
"2021/6/15 7:30",0.925474573
"2021/6/15 8:00",0.883179048
"2021/6/15 8:30",0.836794902
"2021/6/15 9:00",0.743775109
"2021/6/15 9:30",0.693155903
"2021/6/15 10:00",0.678822169
"2021/6/15 10:30",0.634107311
"2021/6/15 11:00",0.602497288
"2021/6/15 11:30",0.569929083
"2021/6/15 12:00",0.665610919
"2021/6/15 12:30",0.603263035
"2021/6/15 13:00",0.588956969
"2021/6/15 13:30",0.565539293
"2021/6/15 14:00",0.5219119
"2021/6/15 14:30",0.559038121
"2021/6/15 15:00",0.691504898
"2021/6/15 15:30",0.733828339
"2021/6/15 16:00",0.770116537
"2021/6/15 16:30",0.86940845
"2021/6/15 17:00",0.921835983
"2021/6/15 17:30",0.996849729
"2021/6/15 18:00",1.021759358
"2021/6/15 18:30",0.988402721
"2021/6/15 19:00",1.005978175
"2021/6/15 19:30",0.967470851
"2021/6/15 20:00",0.891998559
"2021/6/15 20:30",0.865083784
"2021/6/15 21:00",0.841151443
"2021/6/15 21:30",0.761624861
"2021/6/15 22:00",0.692539847
"2021/6/15 22:30",0.64847445
"2021/6/15 23:00",0.631819187
"2021/6/15 23:30",0.602130597
"2021/6/16 0:00",0.752997767
"2021/6/16 0:30",0.737727723
"2021/6/16 1:00",0.697295939
"2021/6/16 1:30",0.677264517
"2021/6/16 2:00",0.643869523
"2021/6/16 2:30",0.630992787
"2021/6/16 3:00",0.617329956
"2021/6/16 3:30",0.597020226
"2021/6/16 4:00",0.617026065
"2021/6/16 4:30",0.648504676
"2021/6/16 5:00",0.697651776
"2021/6/16 5:30",0.781629312
"2021/6/16 6:00",0.935718899
"2021/6/16 6:30",0.962125579
"2021/6/16 7:00",1.017638176
"2021/6/16 7:30",0.936165911
"2021/6/16 8:00",0.924378006
"2021/6/16 8:30",0.926291602
"2021/6/16 9:00",0.904771486
"2021/6/16 9:30",0.827426124
"2021/6/16 10:00",0.755542798
"2021/6/16 10:30",0.75077741
"2021/6/16 11:00",0.756922734
"2021/6/16 11:30",0.745898823
"2021/6/16 12:00",0.796678575
"2021/6/16 12:30",0.790601463
"2021/6/16 13:00",0.744947603
"2021/6/16 13:30",0.728134988
"2021/6/16 14:00",0.771230547
"2021/6/16 14:30",0.833947445
"2021/6/16 15:00",0.907878174
"2021/6/16 15:30",0.986948759
"2021/6/16 16:00",1.077346387
"2021/6/16 16:30",1.13464977
"2021/6/16 17:00",1.078274353
"2021/6/16 17:30",1.018552193
"2021/6/16 18:00",1.001946539
"2021/6/16 18:30",1.00053716
"2021/6/16 19:00",0.947706118
"2021/6/16 19:30",0.902123194
"2021/6/16 20:00",0.88835958
"2021/6/16 20:30",0.861470766
"2021/6/16 21:00",0.845693868
"2021/6/16 21:30",0.795291677
"2021/6/16 22:00",0.705396417
"2021/6/16 22:30",0.655746965
"2021/6/16 23:00",0.630496636
"2021/6/16 23:30",0.621499971
"2021/6/17 0:00",0.792872146
"2021/6/17 0:30",0.783568493
"2021/6/17 1:00",0.754331102
"2021/6/17 1:30",0.731419669
"2021/6/17 2:00",0.707133725
"2021/6/17 2:30",0.662150838
"2021/6/17 3:00",0.653185185
"2021/6/17 3:30",0.639954869
"2021/6/17 4:00",0.642904818
